Row Type,CTID,CTDL Type,CTDL Type Label,Name,Description,Life Cycle Status Type,Address,Finder ID,Identifier,In Language(s),Last Updated,Owned By/Offered By,Published By,Time Estimate(s),Occupation Code(s),Instructional Program Code(s),Delivery Type(s),Subject Webpage,Keywords,Financial Assistance,Requirements Description(s),Finder Detail Page,Registry URI,Required Credit,Estimated Cost(s),Estimated Cost Details
Addendum,ce-605f7654-404e-4c9a-9490-f17bae97c6d8,,,,,,,,,,,,,,,,,,,,,,,,Cost #1 | Cost Profile | The cost for this program includes the following | https://careertraining.ed2go.com/tamuc/training-programs/certified-administrative-professional-microsoft-office-master-2016 | US Dollar,Cost #1 | Learning Resource
Addendum,ce-605f7654-404e-4c9a-9490-f17bae97c6d8,,,,,,,,,,,,,,,,,,,,,,,,Cost #1 | Cost Profile | The cost for this program includes the following | https://careertraining.ed2go.com/tamuc/training-programs/certified-administrative-professional-microsoft-office-master-2016 | US Dollar,Cost #1 | Optional Charges
Resource,ce-8ffed852-74c8-4532-b61c-606b44985ebc,ceterms:LearningOpportunityProfile,Learning Opportunity,Risk Managment Professional,Comprehensive training and preparation for the Risk Management Professional (RMP) certification exam.,Active,,15594,,English,"Jun 12, 2023 6:25 PM",West Texas A&M University,Tri-Agency Workforce Initiative,26 weeks,Project Management Specialists (13-1082.00),Project Management (52.0211),Online Only,https://wtamu.edu2.com/product/5479/risk-management-professional-rmp,,,High School Diploma or Equivalent,https://credentialfinder.org/LearningOpportunity/15594,https://credentialengineregistry.org/resources/ce-8ffed852-74c8-4532-b61c-606b44985ebc,120 Credit(s) | Contact Hour,Cost #1 | Cost Profile | The cost for this program includes the following | https://wtamu.edu2.com/product/5479/risk-management-professional-rmp | US Dollar,Cost #1 | Tuition | 3000
Addendum,ce-8ffed852-74c8-4532-b61c-606b44985ebc,,,,,,,,,,,,,,,,,,,,,,,,Cost #1 | Cost Profile | The cost for this program includes the following | https://wtamu.edu2.com/product/5479/risk-management-professional-rmp | US Dollar,Cost #1 | Learning Resource
Addendum,ce-8ffed852-74c8-4532-b61c-606b44985ebc,,,,,,,,,,,,,,,,,,,,,,,,Cost #1 | Cost Profile | The cost for this program includes the following | https://wtamu.edu2.com/product/5479/risk-management-professional-rmp | US Dollar,Cost #1 | Optional Charges
Resource,ce-4f44eff5-1513-427d-af96-ee9e46bae6b5,ceterms:LearningOpportunityProfile,Learning Opportunity,Project Management Specialist,Training and exam preparation to become a Certified Associate in Project Management (CAPM).,Active,,15589,,English,"Jun 12, 2023 6:25 PM",West Texas A&M University,Tri-Agency Workforce Initiative,26 weeks,Project Management Specialists (13-1082.00),Project Management (52.0211),Online Only,https://wtamu.edu2.com/product/4959/project-management-specialist-for-capm,,,High School Diploma or Equivalent,https://credentialfinder.org/LearningOpportunity/15589,https://credentialengineregistry.org/resources/ce-4f44eff5-1513-427d-af96-ee9e46bae6b5,120 Credit(s) | Contact Hour,Cost #1 | Cost Profile | The cost for this program includes the following | https://wtamu.edu2.com/product/4959/project-management-specialist-for-capm | US Dollar,Cost #1 | Tuition | 3999
Addendum,ce-4f44eff5-1513-427d-af96-ee9e46bae6b5,,,,,,,,,,,,,,,,,,,,,,,,Cost #1 | Cost Profile | The cost for this program includes the following | https://wtamu.edu2.com/product/4959/project-management-specialist-for-capm | US Dollar,Cost #1 | Learning Resource
Addendum,ce-4f44eff5-1513-427d-af96-ee9e46bae6b5,,,,,,,,,,,,,,,,,,,,,,,,Cost #1 | Cost Profile | The cost for this program includes the following | https://wtamu.edu2.com/product/4959/project-management-specialist-for-capm | US Dollar,Cost #1 | Optional Charges
Resource,ce-38adb96b-db10-449d-9235-e8140efa2d9a,ceterms:LearningOpportunityProfile,Learning Opportunity,Project Management Professional,Exam prepparation to become a Project Management Professional (PMP),Active,,15586,,English,"Jun 12, 2023 6:24 PM",West Texas A&M University,Tri-Agency Workforce Initiative,26 weeks,Project Management Specialists (13-1082.00),Project Management (52.0211),Online Only,https://wtamu.edu2.com/product/4958/project-management-professional-pmp,,,High School Diploma or Equivalent,https://credentialfinder.org/LearningOpportunity/15586,https://credentialengineregistry.org/resources/ce-38adb96b-db10-449d-9235-e8140efa2d9a,120 Credit(s) | Contact Hour,Cost #1 | Cost Profile | The cost for this program includes the following | https://wtamu.edu2.com/product/4958/project-management-professional-pmp | US Dollar,Cost #1 | Tuition | 3500
Addendum,ce-38adb96b-db10-449d-9235-e8140efa2d9a,,,,,,,,,,,,,,,,,,,,,,,,Cost #1 | Cost Profile | The cost for this program includes the following | https://wtamu.edu2.com/product/4958/project-management-professional-pmp | US Dollar,Cost #1 | Learning Resource
Addendum,ce-38adb96b-db10-449d-9235-e8140efa2d9a,,,,,,,,,,,,,,,,,,,,,,,,Cost #1 | Cost Profile | The cost for this program includes the following | https://wtamu.edu2.com/product/4958/project-management-professional-pmp | US Dollar,Cost #1 | Optional Charges
Resource,ce-c502fd6a-47d1-4ee5-aa91-3eeb20464ecd,ceterms:LearningOpportunityProfile,Learning Opportunity,Program Management Professional,Comprehensive preparation for the Program Management Professional (PgMP) certification exam.,Active,,15609,,English,"Jun 12, 2023 6:24 PM",West Texas A&M University,Tri-Agency Workforce Initiative,26 weeks,Project Management Specialists (13-1082.00),Project Management (52.0211),Online Only,https://wtamu.edu2.com,,,High School Diploma or Equivalent,https://credentialfinder.org/LearningOpportunity/15609,https://credentialengineregistry.org/resources/ce-c502fd6a-47d1-4ee5-aa91-3eeb20464ecd,120 Credit(s) | Contact Hour,Cost #1 | Cost Profile | The cost for this program includes the following | https://wtamu.edu2.com | US Dollar,Cost #1 | Tuition | 3500
Addendum,ce-c502fd6a-47d1-4ee5-aa91-3eeb20464ecd,,,,,,,,,,,,,,,,,,,,,,,,Cost #1 | Cost Profile | The cost for this program includes the following | https://wtamu.edu2.com | US Dollar,Cost #1 | Learning Resource
Addendum,ce-c502fd6a-47d1-4ee5-aa91-3eeb20464ecd,,,,,,,,,,,,,,,,,,,,,,,,Cost #1 | Cost Profile | The cost for this program includes the following | https://wtamu.edu2.com | US Dollar,Cost #1 | Optional Charges
Resource,ce-8a1f553d-c549-4553-b980-29aedffd1c6a,ceterms:LearningOpportunityProfile,Learning Opportunity,Paralegal Certificate Course,Begin a rewarding career as a paralegal professional with our cornerstone online course.,Active,,15577,,English,"Jun 12, 2023 6:24 PM",West Texas A&M University,Tri-Agency Workforce Initiative,14 weeks,Paralegals and Legal Assistants (23-2011.00),Legal Assistant/Paralegal (22.0302),Online Only,https://www.legalstudies.com/product/west-texas-am-university-paralegal-certificate-course,,,High School Diploma or Equivalent,https://credentialfinder.org/LearningOpportunity/15577,https://credentialengineregistry.org/resources/ce-8a1f553d-c549-4553-b980-29aedffd1c6a,87 Credit(s) | Contact Hour,Cost #1 | Cost Profile | The cost for this program includes the following | https://www.legalstudies.com/product/west-texas-am-university-paralegal-certificate-course | US Dollar,Cost #1 | Tuition | 1895
Addendum,ce-8a1f553d-c549-4553-b980-29aedffd1c6a,,,,,,,,,,,,,,,,,,,,,,,,Cost #1 | Cost Profile | The cost for this program includes the following | https://www.legalstudies.com/product/west-texas-am-university-paralegal-certificate-course | US Dollar,Cost #1 | Learning Resource
Addendum,ce-8a1f553d-c549-4553-b980-29aedffd1c6a,,,,,,,,,,,,,,,,,,,,,,,,Cost #1 | Cost Profile | The cost for this program includes the following | https://www.legalstudies.com/product/west-texas-am-university-paralegal-certificate-course | US Dollar,Cost #1 | Optional Charges
Resource,ce-69c0e97f-ef23-4dc8-a091-90fee2f086e8,ceterms:LearningOpportunityProfile,Learning Opportunity,Nursing Assistant Specialist,This program provides students with the knowledge to become a Nursing Assistant and potentially begin the career path toward Registered Nurse.,Active,,15576,,English,"Jun 12, 2023 6:24 PM",West Texas A&M University,Tri-Agency Workforce Initiative,26 weeks,Nursing Assistants (31-1131.00),Nursing Assistant/Aide and Patient Care Assistant/Aide (51.3902),Online Only,https://wtamu.edu2.com/product/4947/nursing-assistant-specialist,,,High School Diploma or Equivalent,https://credentialfinder.org/LearningOpportunity/15576,https://credentialengineregistry.org/resources/ce-69c0e97f-ef23-4dc8-a091-90fee2f086e8,120 Credit(s) | Contact Hour,Cost #1 | Cost Profile | The cost for this program includes the following | https://wtamu.edu2.com/product/4947/nursing-assistant-specialist | US Dollar,Cost #1 | Tuition | 3999
Addendum,ce-69c0e97f-ef23-4dc8-a091-90fee2f086e8,,,,,,,,,,,,,,,,,,,,,,,,Cost #1 | Cost Profile | The cost for this program includes the following | https://wtamu.edu2.com/product/4947/nursing-assistant-specialist | US Dollar,Cost #1 | Learning Resource
Addendum,ce-69c0e97f-ef23-4dc8-a091-90fee2f086e8,,,,,,,,,,,,,,,,,,,,,,,,Cost #1 | Cost Profile | The cost for this program includes the following | https://wtamu.edu2.com/product/4947/nursing-assistant-specialist | US Dollar,Cost #1 | Optional Charges
Resource,ce-9d7ceaec-7831-423c-a177-ac3cb2a6063f,ceterms:LearningOpportunityProfile,Learning Opportunity,Legal Secretary Certificate,Learn how to make informed business decisions based on your knowledge of legal language and concepts.,Active,,15569,,English,"Jun 12, 2023 6:23 PM",West Texas A&M University,Tri-Agency Workforce Initiative,7 weeks,Legal Secretaries (43-6012.00),Legal Administrative Assistant/Secretary (22.0301),Online Only,https://www.legalstudies.com/product/west-texas-am-university-legal-secretary-certificate-course,,,High School Diploma or Equivalent,https://credentialfinder.org/LearningOpportunity/15569,https://credentialengineregistry.org/resources/ce-9d7ceaec-7831-423c-a177-ac3cb2a6063f,44 Credit(s) | Contact Hour,Cost #1 | Cost Profile | The cost for this program includes the following | https://www.legalstudies.com/product/west-texas-am-university-legal-secretary-certificate-course | US Dollar,Cost #1 | Tuition | 995
Addendum,ce-9d7ceaec-7831-423c-a177-ac3cb2a6063f,,,,,,,,,,,,,,,,,,,,,,,,Cost #1 | Cost Profile | The cost for this program includes the following | https://www.legalstudies.com/product/west-texas-am-university-legal-secretary-certificate-course | US Dollar,Cost #1 | Learning Resource
Addendum,ce-9d7ceaec-7831-423c-a177-ac3cb2a6063f,,,,,,,,,,,,,,,,,,,,,,,,Cost #1 | Cost Profile | The cost for this program includes the following | https://www.legalstudies.com/product/west-texas-am-university-legal-secretary-certificate-course | US Dollar,Cost #1 | Optional Charges
Resource,ce-18113dd4-27ac-412c-b3bb-4aef6f0df16c,ceterms:LearningOpportunityProfile,Learning Opportunity,Agile Project Management,Learn to improve project management expertise through scrum master certification.,Active,,15559,,English,"Jun 12, 2023 6:21 PM",West Texas A&M University,Tri-Agency Workforce Initiative,26 weeks,Project Management Specialists (13-1082.00),Project Management (52.0211),Online Only,https://wtamu.edu2.com/product/5071/agile-project-management,,,High School Diploma or Equivalent,https://credentialfinder.org/LearningOpportunity/15559,https://credentialengineregistry.org/resources/ce-18113dd4-27ac-412c-b3bb-4aef6f0df16c,120 Credit(s) | Contact Hour,Cost #1 | Cost Profile | The cost for this program includes the following | https://wtamu.edu2.com/product/5071/agile-project-management | US Dollar,Cost #1 | Tuition | 3999
Addendum,ce-18113dd4-27ac-412c-b3bb-4aef6f0df16c,,,,,,,,,,,,,,,,,,,,,,,,Cost #1 | Cost Profile | The cost for this program includes the following | https://wtamu.edu2.com/product/5071/agile-project-management | US Dollar,Cost #1 | Learning Resource
Addendum,ce-18113dd4-27ac-412c-b3bb-4aef6f0df16c,,,,,,,,,,,,,,,,,,,,,,,,Cost #1 | Cost Profile | The cost for this program includes the following | https://wtamu.edu2.com/product/5071/agile-project-management | US Dollar,Cost #1 | Optional Charges
Resource,ce-2b0b039d-0136-4207-9fd4-eaa29ca8a6c5,ceterms:LearningOpportunityProfile,Learning Opportunity,Medical Administrative Assistant,Successful completion of the program prepares students for the Certified Medical Administrative Assistant (CMAA) and Certified Electronic Health Record Specialist (CEHRS) credentials offered by the National Healthcareer Association (NHA).,Active,,15553,,English,"Jun 12, 2023 6:20 PM",West Texas A&M University,Tri-Agency Workforce Initiative,32 weeks,Medical Records and Health Information Technicians (29-2071.00),Dental Assisting/Assistant (51.0601),Online Only,https://www.careerstep.com/lp/partner/ap/medical-administrative-assistant/wtamu,,,High School Diploma or Equivalent,https://credentialfinder.org/LearningOpportunity/15553,https://credentialengineregistry.org/resources/ce-2b0b039d-0136-4207-9fd4-eaa29ca8a6c5,276 Credit(s) | Contact Hour,Cost #1 | Cost Profile | The cost for this program includes the following | https://www.careerstep.com/lp/partner/ap/medical-administrative-assistant/wtamu | US Dollar,Cost #1 | Tuition | 3499
Addendum,ce-2b0b039d-0136-4207-9fd4-eaa29ca8a6c5,,,,,,,,,,,,,,,,,,,,,,,,Cost #1 | Cost Profile | The cost for this program includes the following | https://www.careerstep.com/lp/partner/ap/medical-administrative-assistant/wtamu | US Dollar,Cost #1 | Learning Resource
Addendum,ce-2b0b039d-0136-4207-9fd4-eaa29ca8a6c5,,,,,,,,,,,,,,,,,,,,,,,,Cost #1 | Cost Profile | The cost for this program includes the following | https://www.careerstep.com/lp/partner/ap/medical-administrative-assistant/wtamu | US Dollar,Cost #1 | Optional Charges
Resource,ce-d944d09a-f9ee-4554-99b8-83449e4e594b,ceterms:LearningOpportunityProfile,Learning Opportunity,Clinical Medical Assistant,Clinical Medical Assistant Certification Program,Active,,15861,,English,"Nov 27, 2024 9:07 AM",Texas A&M University-Kingsville,,12 weeks,Medical Assistants (31-9092.00),Medical/Clinical Assistant (51.0801),Blended Delivery,https://www.tamuk.edu/workforcedevelopment/continuinged/programs/medicalprograms.html,,,High School Diploma or Equivalent,https://credentialfinder.org/LearningOpportunity/15861,https://credentialengineregistry.org/resources/ce-d944d09a-f9ee-4554-99b8-83449e4e594b,140 Credit(s) | Contact Hour,Cost #1 | Cost Profile | The cost for this program includes the following | https://www.tamuk.edu/workforcedevelopment/continuinged/programs/medicalprograms.html | US Dollar,Cost #1 | Tuition | 2599
Addendum,ce-d944d09a-f9ee-4554-99b8-83449e4e594b,,,,,,,,,,,,,,,,,,,,,,,,Cost #1 | Cost Profile | The cost for this program includes the following | https://www.tamuk.edu/workforcedevelopment/continuinged/programs/medicalprograms.html | US Dollar,Cost #1 | Learning Resource
Addendum,ce-d944d09a-f9ee-4554-99b8-83449e4e594b,,,,,,,,,,,,,,,,,,,,,,,,Cost #1 | Cost Profile | The cost for this program includes the following | https://www.tamuk.edu/workforcedevelopment/continuinged/programs/medicalprograms.html | US Dollar,Cost #1 | Optional Charges
Resource,ce-d8506ef6-3c2f-4a4a-a5ca-0a4f3e389aad,ceterms:LearningOpportunityProfile,Learning Opportunity,Physical Therapy Aide,Upon successful completion you will be prepared to take the Physical Therapy Technician/Aide (PTTC) certification exam offered by the American Medical Certification Association (AMCA) and qualify you to become an in-demand physical therapy aide.,Active,,15612,,English,"Jun 12, 2023 6:24 PM",West Texas A&M University,Tri-Agency Workforce Initiative,52 weeks,Dental Assistants (31-9091.00),HEALTH PROFESSIONS AND RELATED PROGRAMS (51),Online Only,https://www.careerstep.com/lp/partner/ap/physical-therapy-aide/wtamu,,,High School Diploma or Equivalent,https://credentialfinder.org/LearningOpportunity/15612,https://credentialengineregistry.org/resources/ce-d8506ef6-3c2f-4a4a-a5ca-0a4f3e389aad,327 Credit(s) | Contact Hour,Cost #1 | Cost Profile | The cost for this program includes the following | https://www.careerstep.com/lp/partner/ap/physical-therapy-aide/wtamu | US Dollar,Cost #1 | Tuition | 3299
Addendum,ce-d8506ef6-3c2f-4a4a-a5ca-0a4f3e389aad,,,,,,,,,,,,,,,,,,,,,,,,Cost #1 | Cost Profile | The cost for this program includes the following | https://www.careerstep.com/lp/partner/ap/physical-therapy-aide/wtamu | US Dollar,Cost #1 | Learning Resource
Addendum,ce-d8506ef6-3c2f-4a4a-a5ca-0a4f3e389aad,,,,,,,,,,,,,,,,,,,,,,,,Cost #1 | Cost Profile | The cost for this program includes the following | https://www.careerstep.com/lp/partner/ap/physical-therapy-aide/wtamu | US Dollar,Cost #1 | Optional Charges
Resource,ce-a06387a0-4328-4d44-b6f3-fe4c68290644,ceterms:LearningOpportunityProfile,Learning Opportunity,Certified Nuse Aide (CNA),Nurse Aide Training Program,Active,,19166,,English,"Mar 26, 2025 2:07 PM",B&M Career Institute,,4 Weeks,Home Health Aides (31-1121.00),Nursing Assistant/Aide and Patient Care Assistant/Aide (51.3902),In-Person,http://www.bmcareerinstitute.com/nurse-aide.php,,,High School Diploma or Equivalent,https://credentialfinder.org/LearningOpportunity/19166,https://credentialengineregistry.org/resources/ce-a06387a0-4328-4d44-b6f3-fe4c68290644,100 Credit(s) | Contact Hour,Cost #1 | Cost Profile | The cost for this program includes the following | http://www.bmcareerinstitute.com/nurse-aide.php | US Dollar,Cost #1 | Tuition | 1369
Addendum,ce-a06387a0-4328-4d44-b6f3-fe4c68290644,,,,,,,,,,,,,,,,,,,,,,,,Cost #1 | Cost Profile | The cost for this program includes the following | http://www.bmcareerinstitute.com/nurse-aide.php | US Dollar,Cost #1 | Learning Resource
Addendum,ce-a06387a0-4328-4d44-b6f3-fe4c68290644,,,,,,,,,,,,,,,,,,,,,,,,Cost #1 | Cost Profile | The cost for this program includes the following | http://www.bmcareerinstitute.com/nurse-aide.php | US Dollar,Cost #1 | Optional Charges
Resource,ce-6c66bd61-f427-497d-84cd-1367d36d7795,ceterms:Course,Course,BIO 114-M - Conversational Biology: Current Issues in Health Care,Lectures and discussions on current topics in popular medicine.,Active,,284284,,English,"Mar 27, 2025 8:38 AM",Indiana State University,,,,,,,,,Condition for BIO 114-M - Conversational Biology: Current Issues in Health Care,https://credentialfinder.org/LearningOpportunity/284284,https://credentialengineregistry.org/resources/ce-6c66bd61-f427-497d-84cd-1367d36d7795,,,
Resource,ce-0556d4f7-0887-4023-96d0-c062ba01a238,ceterms:Course,Course,MATH-M 343 - Intro To Differential Equations With Applications I,"Ordinary differential equations and methods for their solution, including series methods and the Laplace transform.  Applications of differential equations.  Systems, stability, and numerical methods.  Partial differential equations of mathematical physics, Fourier series.",Active,,289483,Typically Offered: Spring,English,"Apr 9, 2025 1:01 PM",Indiana University Southeast,,,,,,https://sisjee.iu.edu/sisigps-prd/web/igps/course/search/,,,,https://credentialfinder.org/LearningOpportunity/289483,https://credentialengineregistry.org/resources/ce-0556d4f7-0887-4023-96d0-c062ba01a238,,,
Resource,,ceterms:Course,Course,Introduction to Financial Accounting [reference],,Active,,258284,,,"Aug 16, 2024 6:11 PM",Texas A & M International University,,,,,,,,,,https://credentialfinder.org/LearningOpportunity/258284,,,,
Resource,,ceterms:Course,Course,Elementary Italian I & II [reference],,Active,,262088,,,"Aug 16, 2024 6:05 PM",Texas A & M International University,,,,,,,,,,https://credentialfinder.org/LearningOpportunity/262088,,,,
Resource,,ceterms:Course,Course,Introduction to Public Health [reference],,Active,,260500,,,"Aug 16, 2024 6:04 PM",Texas A & M International University,,,,,,,,,,https://credentialfinder.org/LearningOpportunity/260500,,,,
Resource,,ceterms:Course,Course,Public School Business Affairs [reference],,Active,,260525,,,"Aug 16, 2024 6:03 PM",Texas A & M International University,,,,,,,,,,https://credentialfinder.org/LearningOpportunity/260525,,,,
Resource,,ceterms:Course,Course,Ethics in Criminal Justice [reference],,Active,,260448,,,"Aug 16, 2024 5:52 PM",Texas A & M International University,,,,,,,,,,https://credentialfinder.org/LearningOpportunity/260448,,,,
Resource,,ceterms:Course,Course,Offenders with Mental Illness [reference],,Active,,262577,,,"Aug 16, 2024 5:51 PM",Texas A & M International University,,,,,,,,,,https://credentialfinder.org/LearningOpportunity/262577,,,,
Resource,,ceterms:Course,Course,Critical Issues in Education [reference],,Active,,259526,,,"Aug 16, 2024 5:50 PM",Texas A & M International University,,,,,,,,,,https://credentialfinder.org/LearningOpportunity/259526,,,,
Resource,,ceterms:Course,Course,Biostats for Public Health [reference],,Active,,261151,,,"Aug 16, 2024 5:44 PM",Texas A & M International University,,,,,,,,,,https://credentialfinder.org/LearningOpportunity/261151,,,,
Resource,,ceterms:Course,Course,Survey of Earth Science [reference],,Active,,259468,,,"Aug 16, 2024 5:43 PM",Texas A & M International University,,,,,,,,,,https://credentialfinder.org/LearningOpportunity/259468,,,,
Resource,,ceterms:Course,Course,Survey of Mild Disabilities [reference],,Active,,258030,,,"Aug 16, 2024 5:43 PM",Texas A & M International University,,,,,,,,,,https://credentialfinder.org/LearningOpportunity/258030,,,,
Resource,,ceterms:Course,Course,THEORETICAL MODELS & PROC RDG [reference],,Active,,259923,,,"Aug 16, 2024 4:30 PM",Texas A & M International University,,,,,,,,,,https://credentialfinder.org/LearningOpportunity/259923,,,,
Resource,,ceterms:Course,Course,Fundamentals of Addictions Counseling [reference],,Active,,259172,,,"Aug 16, 2024 4:12 PM",Texas A & M International University,,,,,,,,,,https://credentialfinder.org/LearningOpportunity/259172,,,,
Resource,,ceterms:Course,Course,Production and Operations Management [reference],,Active,,258423,,,"Aug 16, 2024 4:06 PM",Texas A & M International University,,,,,,,,,,https://credentialfinder.org/LearningOpportunity/258423,,,,
Resource,,ceterms:Course,Course,"Social, Cultural, & Family Issues [reference]",,Active,,260592,,,"Aug 16, 2024 4:04 PM",Texas A & M International University,,,,,,,,,,https://credentialfinder.org/LearningOpportunity/260592,,,,
Resource,,ceterms:Course,Course,Principles of Astronomy Lab [reference],,Active,,258383,,,"Aug 16, 2024 4:01 PM",Texas A & M International University,,,,,,,,,,https://credentialfinder.org/LearningOpportunity/258383,,,,
Resource,,ceterms:Course,Course,Project Design and Management [reference],,Active,,259052,,,"Aug 16, 2024 3:58 PM",Texas A & M International University,,,,,,,,,,https://credentialfinder.org/LearningOpportunity/259052,,,,
Resource,,ceterms:Course,Course,Intro to Criminal Justice [reference],,Active,,259025,,,"Aug 16, 2024 3:51 PM",Texas A & M International University,,,,,,,,,,https://credentialfinder.org/LearningOpportunity/259025,,,,
Resource,,ceterms:Course,Course,NETWORKS AND DISTRIBUTED SYSTEMS [reference],,Active,,260540,,,"Aug 16, 2024 3:50 PM",Texas A & M International University,,,,,,,,,,https://credentialfinder.org/LearningOpportunity/260540,,,,
Resource,,ceterms:Course,Course,Law and Criminal Justice [reference],,Active,,262140,,,"Aug 16, 2024 3:47 PM",Texas A & M International University,,,,,,,,,,https://credentialfinder.org/LearningOpportunity/262140,,,,
Resource,,ceterms:Course,Course,Pathophysiology for Allied Health [reference],,Active,,262115,,,"Aug 16, 2024 3:47 PM",Texas A & M International University,,,,,,,,,,https://credentialfinder.org/LearningOpportunity/262115,,,,
Resource,,ceterms:Course,Course,Teach Diverse & Exceptional Lrn [reference],,Active,,257932,,,"Aug 16, 2024 3:32 PM",Texas A & M International University,,,,,,,,,,https://credentialfinder.org/LearningOpportunity/257932,,,,
Resource,,ceterms:Course,Course,Measurement & Assessments in Education [reference],,Active,,262387,,,"Aug 16, 2024 3:30 PM",Texas A & M International University,,,,,,,,,,https://credentialfinder.org/LearningOpportunity/262387,,,,
Resource,,ceterms:Course,Course,Financial Institutions and Markets [reference],,Active,,257255,,,"Aug 16, 2024 3:29 PM",Texas A & M International University,,,,,,,,,,https://credentialfinder.org/LearningOpportunity/257255,,,,
Resource,,ceterms:Course,Course,Information Systems and Programming [reference],,Active,,260363,,,"Aug 16, 2024 3:28 PM",Texas A & M International University,,,,,,,,,,https://credentialfinder.org/LearningOpportunity/260363,,,,
Resource,,ceterms:Course,Course,Introduction to Managerial Accounting [reference],,Active,,260715,,,"Aug 16, 2024 3:25 PM",Texas A & M International University,,,,,,,,,,https://credentialfinder.org/LearningOpportunity/260715,,,,
Resource,,ceterms:Course,Course,Introduction to Social Psychology [reference],,Active,,260722,,,"Aug 16, 2024 3:24 PM",Texas A & M International University,,,,,,,,,,https://credentialfinder.org/LearningOpportunity/260722,,,,
Resource,,ceterms:Course,Course,Applied Research Project I [reference],,Active,,260695,,,"Aug 16, 2024 3:24 PM",Texas A & M International University,,,,,,,,,,https://credentialfinder.org/LearningOpportunity/260695,,,,
Resource,,ceterms:Course,Course,Management of Information Systems [reference],,Active,,262374,,,"Aug 16, 2024 3:24 PM",Texas A & M International University,,,,,,,,,,https://credentialfinder.org/LearningOpportunity/262374,,,,
Resource,,ceterms:Course,Course,Instructional Leadership & Technology Integration [reference],,Active,,258582,,,"Aug 16, 2024 3:22 PM",Texas A & M International University,,,,,,,,,,https://credentialfinder.org/LearningOpportunity/258582,,,,
Resource,,ceterms:Course,Course,Foundations of Sports Mgt [reference],,Active,,258562,,,"Aug 16, 2024 3:21 PM",Texas A & M International University,,,,,,,,,,https://credentialfinder.org/LearningOpportunity/258562,,,,
Resource,,ceterms:Course,Course,Child & Adolescent Counseling Techniques [reference],,Active,,258556,,,"Aug 16, 2024 3:21 PM",Texas A & M International University,,,,,,,,,,https://credentialfinder.org/LearningOpportunity/258556,,,,
Resource,,ceterms:Course,Course,Introduction to Teaching Learning [reference],,Active,,257823,,,"Aug 16, 2024 3:20 PM",Texas A & M International University,,,,,,,,,,https://credentialfinder.org/LearningOpportunity/257823,,,,
Resource,,ceterms:Course,Course,Practicum in School Administration [reference],,Active,,257187,,,"Aug 16, 2024 3:19 PM",Texas A & M International University,,,,,,,,,,https://credentialfinder.org/LearningOpportunity/257187,,,,
Resource,,ceterms:Course,Course,Advanced Problems in Supervision [reference],,Active,,260947,,,"Aug 16, 2024 3:18 PM",Texas A & M International University,,,,,,,,,,https://credentialfinder.org/LearningOpportunity/260947,,,,
Resource,,ceterms:Course,Course,Career Development & Life Planning [reference],,Active,,258504,,,"Aug 16, 2024 3:16 PM",Texas A & M International University,,,,,,,,,,https://credentialfinder.org/LearningOpportunity/258504,,,,
Resource,,ceterms:Course,Course,Seminar in Management Concepts [reference],,Active,,257177,,,"Aug 16, 2024 3:16 PM",Texas A & M International University,,,,,,,,,,https://credentialfinder.org/LearningOpportunity/257177,,,,
Resource,,ceterms:Course,Course,Seminar on Police Practices [reference],,Active,,257164,,,"Aug 16, 2024 3:16 PM",Texas A & M International University,,,,,,,,,,https://credentialfinder.org/LearningOpportunity/257164,,,,
Resource,,ceterms:Course,Course,Foundations of Educational Research [reference],,Active,,257123,,,"Aug 16, 2024 3:08 PM",Texas A & M International University,,,,,,,,,,https://credentialfinder.org/LearningOpportunity/257123,,,,
Resource,,ceterms:Course,Course,Research in Kinesiology [reference],,Active,,261958,,,"May 13, 2024 8:19 PM",Texas A and M University-College Station,,,,,,,,,,https://credentialfinder.org/LearningOpportunity/261958,,,,
Resource,,ceterms:Course,Course,Construction Delivery Systems [reference],,Active,,261429,,,"May 13, 2024 7:46 PM",Prairie View A and M University,,,,,,,,,,https://credentialfinder.org/LearningOpportunity/261429,,,,
Resource,,ceterms:Course,Course,Construction Project Controls [reference],,Active,,261422,,,"May 13, 2024 7:46 PM",Prairie View A and M University,,,,,,,,,,https://credentialfinder.org/LearningOpportunity/261422,,,,
Resource,,ceterms:Course,Course,Lifespan Motor Development [reference],,Active,,259958,,,"May 13, 2024 6:11 PM",Texas A and M University-College Station,,,,,,,,,,https://credentialfinder.org/LearningOpportunity/259958,,,,
Resource,,ceterms:Course,Course,Managing Construction Operations [reference],,Active,,258976,,,"May 13, 2024 5:11 PM",Prairie View A and M University,,,,,,,,,,https://credentialfinder.org/LearningOpportunity/258976,,,,
Resource,,ceterms:Course,Course,Scheduling and Mobilization [reference],,Active,,258885,,,"May 13, 2024 5:06 PM",Prairie View A and M University,,,,,,,,,,https://credentialfinder.org/LearningOpportunity/258885,,,,
Resource,,ceterms:Course,Course,Building Information Modeling [reference],,Active,,258403,,,"May 13, 2024 4:35 PM",Prairie View A and M University,,,,,,,,,,https://credentialfinder.org/LearningOpportunity/258403,,,,
Resource,,ceterms:Course,Course,Technology and Digital Literacy [reference],,Active,,257311,,,"May 13, 2024 3:31 PM",Texas A and M University-Texarkana,,,,,,,,,,https://credentialfinder.org/LearningOpportunity/257311,,,,
