Row Type,CTID,CTDL Type,CTDL Type Label,Name,Description,Finder ID,Last Updated,Owned By/Offered By,Start Date,End Date,Acting Agent - Name,Acting Agent - URL,Instrument - Name,Instrument - URL,Evidence of Action,Object (Action Recipient) - Name,Object (Action Recipient) - URL,Object (Action Recipient) - Description,Object (Action Recipient) - Provider - Name,Object (Action Recipient) - Provider - URL,Finder Detail Page,Registry URI
Resource,ce-08c7440f-d828-4fd0-b2ad-a83ce017eb39,CredentialingAction,Accredit Action,Certification for School Public Relations Course at Texas A & M International University,"This course has met QM Course Design Standards for QM Higher Education Course Certification at a level of 85% or greater in a third-party peer review process by a review team that includes a subject matter expert and reviewers certified to evaluate online course design. This certification is valid for three years. Recertification allows the original QM Certification to be extended for up to three more years. The certification is provided to the specific course reviewed, identified by Course Name, Number, Subject, and Representative, as shown in the Quality Matters Certified Course Registry.",1146,"Aug 16, 2024 5:55 PM",Quality Matters,2021-05-14,2026-05-14,Quality Matters,https://credentialfinder.org/organization/314,QM Higher Education Course Certification,https://credentialfinder.org/Credential/56309/qm-higher-education-course-certification,https://www.qualitymatters.org/reviews-certifications/qm-certified-courses,School Public Relations,,,Texas A & M International University,https://credentialfinder.org/organization/5089/Texas_A_-_M_International_University,https://credentialfinder.org/CredentialingAction/1146,https://credentialengineregistry.org/resources/ce-08c7440f-d828-4fd0-b2ad-a83ce017eb39
Resource,ce-62700ee7-21d2-4652-bf94-1d078d67f1b4,CredentialingAction,Accredit Action,Certification for Information System Analysis Course at Texas A & M International University,"This course has met QM Course Design Standards for QM Higher Education Course Certification at a level of 85% or greater in a third-party peer review process by a review team that includes a subject matter expert and reviewers certified to evaluate online course design. This certification is valid for three years. Recertification allows the original QM Certification to be extended for up to three more years. The certification is provided to the specific course reviewed, identified by Course Name, Number, Subject, and Representative, as shown in the Quality Matters Certified Course Registry.",3470,"Aug 16, 2024 5:53 PM",Quality Matters,2021-05-11,2026-05-11,Quality Matters,https://credentialfinder.org/organization/314,QM Higher Education Course Certification,https://credentialfinder.org/Credential/56309/qm-higher-education-course-certification,https://www.qualitymatters.org/reviews-certifications/qm-certified-courses,Information System Analysis,,,Texas A & M International University,https://credentialfinder.org/organization/5089/Texas_A_-_M_International_University,https://credentialfinder.org/CredentialingAction/3470,https://credentialengineregistry.org/resources/ce-62700ee7-21d2-4652-bf94-1d078d67f1b4
Resource,ce-33da0e67-4a75-44bf-9d02-8bd9e09ffae4,CredentialingAction,Accredit Action,Certification for Ethics & Curriculum Implementation Course at Texas A & M International University,"This course has met QM Course Design Standards for QM Higher Education Course Certification at a level of 85% or greater in a third-party peer review process by a review team that includes a subject matter expert and reviewers certified to evaluate online course design. This certification is valid for three years. Recertification allows the original QM Certification to be extended for up to three more years. The certification is provided to the specific course reviewed, identified by Course Name, Number, Subject, and Representative, as shown in the Quality Matters Certified Course Registry.",3506,"Aug 16, 2024 5:52 PM",Quality Matters,2021-04-22,2026-04-22,Quality Matters,https://credentialfinder.org/organization/314,QM Higher Education Course Certification,https://credentialfinder.org/Credential/56309/qm-higher-education-course-certification,https://www.qualitymatters.org/reviews-certifications/qm-certified-courses,Ethics & Curriculum Implementation,,,Texas A & M International University,https://credentialfinder.org/organization/5089/Texas_A_-_M_International_University,https://credentialfinder.org/CredentialingAction/3506,https://credentialengineregistry.org/resources/ce-33da0e67-4a75-44bf-9d02-8bd9e09ffae4
Resource,ce-d75b6ace-f2dc-4f7c-aaba-92b72560f1ec,CredentialingAction,Accredit Action,Certification for Intermediate Accounting II Course at Texas A & M International University,"This course has met QM Course Design Standards for QM Higher Education Course Certification at a level of 85% or greater in a third-party peer review process by a review team that includes a subject matter expert and reviewers certified to evaluate online course design. This certification is valid for three years. Recertification allows the original QM Certification to be extended for up to three more years. The certification is provided to the specific course reviewed, identified by Course Name, Number, Subject, and Representative, as shown in the Quality Matters Certified Course Registry.",2513,"Aug 16, 2024 5:48 PM",Quality Matters,2023-08-21,2028-08-21,Quality Matters,https://credentialfinder.org/organization/314,QM Higher Education Course Certification,https://credentialfinder.org/Credential/56309/qm-higher-education-course-certification,https://www.qualitymatters.org/reviews-certifications/qm-certified-courses,Intermediate Accounting II,,,Texas A & M International University,https://credentialfinder.org/organization/5089/Texas_A_-_M_International_University,https://credentialfinder.org/CredentialingAction/2513,https://credentialengineregistry.org/resources/ce-d75b6ace-f2dc-4f7c-aaba-92b72560f1ec
Resource,ce-f8215f60-b20e-4d74-9c23-d53c3b67c46e,CredentialingAction,Accredit Action,Certification for Public Health Systems Course at Texas A & M International University,"This course has met QM Course Design Standards for QM Higher Education Course Certification at a level of 85% or greater in a third-party peer review process by a review team that includes a subject matter expert and reviewers certified to evaluate online course design. This certification is valid for three years. Recertification allows the original QM Certification to be extended for up to three more years. The certification is provided to the specific course reviewed, identified by Course Name, Number, Subject, and Representative, as shown in the Quality Matters Certified Course Registry.",4199,"Aug 16, 2024 5:44 PM",Quality Matters,2021-03-26,2026-03-26,Quality Matters,https://credentialfinder.org/organization/314,QM Higher Education Course Certification,https://credentialfinder.org/Credential/56309/qm-higher-education-course-certification,https://www.qualitymatters.org/reviews-certifications/qm-certified-courses,Public Health Systems,,,Texas A & M International University,https://credentialfinder.org/organization/5089/Texas_A_-_M_International_University,https://credentialfinder.org/CredentialingAction/4199,https://credentialengineregistry.org/resources/ce-f8215f60-b20e-4d74-9c23-d53c3b67c46e
Resource,ce-43135f73-1625-4d53-9aa4-3bce3beb196d,CredentialingAction,Accredit Action,Certification for Principles of Microeconomics Course at Texas A & M International University,"This course has met QM Course Design Standards for QM Higher Education Course Certification at a level of 85% or greater in a third-party peer review process by a review team that includes a subject matter expert and reviewers certified to evaluate online course design. This certification is valid for three years. Recertification allows the original QM Certification to be extended for up to three more years. The certification is provided to the specific course reviewed, identified by Course Name, Number, Subject, and Representative, as shown in the Quality Matters Certified Course Registry.",4266,"Aug 16, 2024 4:11 PM",Quality Matters,2021-12-24,2026-12-24,Quality Matters,https://credentialfinder.org/organization/314,QM Higher Education Course Certification,https://credentialfinder.org/Credential/56309/qm-higher-education-course-certification,https://www.qualitymatters.org/reviews-certifications/qm-certified-courses,Principles of Microeconomics,,,Texas A & M International University,https://credentialfinder.org/organization/5089/Texas_A_-_M_International_University,https://credentialfinder.org/CredentialingAction/4266,https://credentialengineregistry.org/resources/ce-43135f73-1625-4d53-9aa4-3bce3beb196d
Resource,ce-4e869026-7c6a-4b14-a184-7f1dbd2f2001,CredentialingAction,Accredit Action,Certification for Advanced Managerial Accounting Course at Texas A & M International University,"This course has met QM Course Design Standards for QM Higher Education Course Certification at a level of 85% or greater in a third-party peer review process by a review team that includes a subject matter expert and reviewers certified to evaluate online course design. This certification is valid for three years. Recertification allows the original QM Certification to be extended for up to three more years. The certification is provided to the specific course reviewed, identified by Course Name, Number, Subject, and Representative, as shown in the Quality Matters Certified Course Registry.",4254,"Aug 16, 2024 4:10 PM",Quality Matters,2021-10-23,2026-10-23,Quality Matters,https://credentialfinder.org/organization/314,QM Higher Education Course Certification,https://credentialfinder.org/Credential/56309/qm-higher-education-course-certification,https://www.qualitymatters.org/reviews-certifications/qm-certified-courses,Advanced Managerial Accounting,,,Texas A & M International University,https://credentialfinder.org/organization/5089/Texas_A_-_M_International_University,https://credentialfinder.org/CredentialingAction/4254,https://credentialengineregistry.org/resources/ce-4e869026-7c6a-4b14-a184-7f1dbd2f2001
Resource,ce-aff769bc-67e5-4272-bf75-6472a89b075f,CredentialingAction,Accredit Action,Certification for Building Information Modeling Course at Prairie View A & M University,"This course has met QM Course Design Standards for QM Higher Education Course Certification at a level of 85% or greater in a third-party peer review process by a review team that includes a subject matter expert and reviewers certified to evaluate online course design. This certification is valid for three years. Recertification allows the original QM Certification to be extended for up to three more years. The certification is provided to the specific course reviewed, identified by Course Name, Number, Subject, and Representative, as shown in the Quality Matters Certified Course Registry.",1425,"Aug 16, 2024 4:08 PM",Quality Matters,2021-11-29,2026-11-29,Quality Matters,https://credentialfinder.org/organization/314,QM Higher Education Course Certification,https://credentialfinder.org/Credential/56309/qm-higher-education-course-certification,https://www.qualitymatters.org/reviews-certifications/qm-certified-courses,Building Information Modeling,,,Prairie View A and M University,https://credentialfinder.org/organization/8684/Prairie_View_A_and_M_University,https://credentialfinder.org/CredentialingAction/1425,https://credentialengineregistry.org/resources/ce-aff769bc-67e5-4272-bf75-6472a89b075f
Resource,ce-70edb68b-29b2-4562-9d18-b172a6a6641f,CredentialingAction,Accredit Action,Certification for NURSING RESEARCH-WIN Course at Texas A & M International University,"This course has met QM Course Design Standards for QM Higher Education Course Certification at a level of 85% or greater in a third-party peer review process by a review team that includes a subject matter expert and reviewers certified to evaluate online course design. This certification is valid for three years. Recertification allows the original QM Certification to be extended for up to three more years. The certification is provided to the specific course reviewed, identified by Course Name, Number, Subject, and Representative, as shown in the Quality Matters Certified Course Registry.",5309,"Aug 16, 2024 4:07 PM",Quality Matters,2023-06-15,2028-06-15,Quality Matters,https://credentialfinder.org/organization/314,QM Higher Education Course Certification,https://credentialfinder.org/Credential/56309/qm-higher-education-course-certification,https://www.qualitymatters.org/reviews-certifications/qm-certified-courses,NURSING RESEARCH-WIN,,,Texas A & M International University,https://credentialfinder.org/organization/5089/Texas_A_-_M_International_University,https://credentialfinder.org/CredentialingAction/5309,https://credentialengineregistry.org/resources/ce-70edb68b-29b2-4562-9d18-b172a6a6641f
Resource,ce-1734cc9e-5195-499a-bd43-a60077603e50,CredentialingAction,Accredit Action,Certification for Digital Logic Design Course at Texas A & M International University,"This course has met QM Course Design Standards for QM Higher Education Course Certification at a level of 85% or greater in a third-party peer review process by a review team that includes a subject matter expert and reviewers certified to evaluate online course design. This certification is valid for three years. Recertification allows the original QM Certification to be extended for up to three more years. The certification is provided to the specific course reviewed, identified by Course Name, Number, Subject, and Representative, as shown in the Quality Matters Certified Course Registry.",2441,"Aug 16, 2024 4:06 PM",Quality Matters,2023-04-06,2028-04-06,Quality Matters,https://credentialfinder.org/organization/314,QM Higher Education Course Certification,https://credentialfinder.org/Credential/56309/qm-higher-education-course-certification,https://www.qualitymatters.org/reviews-certifications/qm-certified-courses,Digital Logic Design,,,Texas A & M International University,https://credentialfinder.org/organization/5089/Texas_A_-_M_International_University,https://credentialfinder.org/CredentialingAction/2441,https://credentialengineregistry.org/resources/ce-1734cc9e-5195-499a-bd43-a60077603e50
Resource,ce-943e7b0f-e578-4e5c-96dc-9f08e9de34d4,CredentialingAction,Accredit Action,Certification for Personality & Counseling Theories Course at Texas A & M International University,"This course has met QM Course Design Standards for QM Higher Education Course Certification at a level of 85% or greater in a third-party peer review process by a review team that includes a subject matter expert and reviewers certified to evaluate online course design. This certification is valid for three years. Recertification allows the original QM Certification to be extended for up to three more years. The certification is provided to the specific course reviewed, identified by Course Name, Number, Subject, and Representative, as shown in the Quality Matters Certified Course Registry.",3635,"Aug 16, 2024 4:04 PM",Quality Matters,2022-01-29,2027-01-29,Quality Matters,https://credentialfinder.org/organization/314,QM Higher Education Course Certification,https://credentialfinder.org/Credential/56309/qm-higher-education-course-certification,https://www.qualitymatters.org/reviews-certifications/qm-certified-courses,Personality & Counseling Theories,,,Texas A & M International University,https://credentialfinder.org/organization/5089/Texas_A_-_M_International_University,https://credentialfinder.org/CredentialingAction/3635,https://credentialengineregistry.org/resources/ce-943e7b0f-e578-4e5c-96dc-9f08e9de34d4
Resource,ce-4da636ef-0d20-4b43-ae57-e344df71e915,CredentialingAction,Accredit Action,Certification for Lifespan Growth & Development Course at Texas A & M International University,"This course has met QM Course Design Standards for QM Higher Education Course Certification at a level of 85% or greater in a third-party peer review process by a review team that includes a subject matter expert and reviewers certified to evaluate online course design. This certification is valid for three years. Recertification allows the original QM Certification to be extended for up to three more years. The certification is provided to the specific course reviewed, identified by Course Name, Number, Subject, and Representative, as shown in the Quality Matters Certified Course Registry.",1370,"Aug 16, 2024 3:59 PM",Quality Matters,2022-02-07,2027-02-07,Quality Matters,https://credentialfinder.org/organization/314,QM Higher Education Course Certification,https://credentialfinder.org/Credential/56309/qm-higher-education-course-certification,https://www.qualitymatters.org/reviews-certifications/qm-certified-courses,Lifespan Growth & Development,,,Texas A & M International University,https://credentialfinder.org/organization/5089/Texas_A_-_M_International_University,https://credentialfinder.org/CredentialingAction/1370,https://credentialengineregistry.org/resources/ce-4da636ef-0d20-4b43-ae57-e344df71e915
Resource,ce-5dcb2d21-cdce-43d0-a016-ccb345e2a7a4,CredentialingAction,Accredit Action,Certification for Survey of Economics Course at Texas A & M International University,"This course has met QM Course Design Standards for QM Higher Education Course Certification at a level of 85% or greater in a third-party peer review process by a review team that includes a subject matter expert and reviewers certified to evaluate online course design. This certification is valid for three years. Recertification allows the original QM Certification to be extended for up to three more years. The certification is provided to the specific course reviewed, identified by Course Name, Number, Subject, and Representative, as shown in the Quality Matters Certified Course Registry.",1392,"Aug 16, 2024 3:59 PM",Quality Matters,2021-12-09,2026-12-09,Quality Matters,https://credentialfinder.org/organization/314,QM Higher Education Course Certification,https://credentialfinder.org/Credential/56309/qm-higher-education-course-certification,https://www.qualitymatters.org/reviews-certifications/qm-certified-courses,Survey of Economics,,,Texas A & M International University,https://credentialfinder.org/organization/5089/Texas_A_-_M_International_University,https://credentialfinder.org/CredentialingAction/1392,https://credentialengineregistry.org/resources/ce-5dcb2d21-cdce-43d0-a016-ccb345e2a7a4
Resource,ce-cd264378-f380-4b2a-9809-7720361df807,CredentialingAction,Accredit Action,Certification for Content Reading Instruction Course at Texas A & M International University,"This course has met QM Course Design Standards for QM Higher Education Course Certification at a level of 85% or greater in a third-party peer review process by a review team that includes a subject matter expert and reviewers certified to evaluate online course design. This certification is valid for three years. Recertification allows the original QM Certification to be extended for up to three more years. The certification is provided to the specific course reviewed, identified by Course Name, Number, Subject, and Representative, as shown in the Quality Matters Certified Course Registry.",1371,"Aug 16, 2024 3:59 PM",Quality Matters,2021-09-20,2026-09-20,Quality Matters,https://credentialfinder.org/organization/314,QM Higher Education Course Certification,https://credentialfinder.org/Credential/56309/qm-higher-education-course-certification,https://www.qualitymatters.org/reviews-certifications/qm-certified-courses,Content Reading Instruction,,,Texas A & M International University,https://credentialfinder.org/organization/5089/Texas_A_-_M_International_University,https://credentialfinder.org/CredentialingAction/1371,https://credentialengineregistry.org/resources/ce-cd264378-f380-4b2a-9809-7720361df807
Resource,ce-17a3cc98-edd2-4576-b765-697d44501d8c,CredentialingAction,Accredit Action,Certification for Database Management & Design Course at Texas A & M International University,"This course has met QM Course Design Standards for QM Higher Education Course Certification at a level of 85% or greater in a third-party peer review process by a review team that includes a subject matter expert and reviewers certified to evaluate online course design. This certification is valid for three years. Recertification allows the original QM Certification to be extended for up to three more years. The certification is provided to the specific course reviewed, identified by Course Name, Number, Subject, and Representative, as shown in the Quality Matters Certified Course Registry.",3660,"Aug 16, 2024 3:57 PM",Quality Matters,2021-09-11,2026-09-11,Quality Matters,https://credentialfinder.org/organization/314,QM Higher Education Course Certification,https://credentialfinder.org/Credential/56309/qm-higher-education-course-certification,https://www.qualitymatters.org/reviews-certifications/qm-certified-courses,Database Management & Design,,,Texas A & M International University,https://credentialfinder.org/organization/5089/Texas_A_-_M_International_University,https://credentialfinder.org/CredentialingAction/3660,https://credentialengineregistry.org/resources/ce-17a3cc98-edd2-4576-b765-697d44501d8c
Resource,ce-ddfc83d4-f8a5-494b-bddf-ad2d51ea08cc,CredentialingAction,Accredit Action,Certification for Introduction to Finance Course at Texas A & M International University,"This course has met QM Course Design Standards for QM Higher Education Course Certification at a level of 85% or greater in a third-party peer review process by a review team that includes a subject matter expert and reviewers certified to evaluate online course design. This certification is valid for three years. Recertification allows the original QM Certification to be extended for up to three more years. The certification is provided to the specific course reviewed, identified by Course Name, Number, Subject, and Representative, as shown in the Quality Matters Certified Course Registry.",5047,"Aug 16, 2024 3:56 PM",Quality Matters,2021-11-14,2026-11-14,Quality Matters,https://credentialfinder.org/organization/314,QM Higher Education Course Certification,https://credentialfinder.org/Credential/56309/qm-higher-education-course-certification,https://www.qualitymatters.org/reviews-certifications/qm-certified-courses,Introduction to Finance,,,Texas A & M International University,https://credentialfinder.org/organization/5089/Texas_A_-_M_International_University,https://credentialfinder.org/CredentialingAction/5047,https://credentialengineregistry.org/resources/ce-ddfc83d4-f8a5-494b-bddf-ad2d51ea08cc
Resource,ce-e6708ea1-239f-4299-a0ae-8a23be7186ae,CredentialingAction,Accredit Action,Certification for School Counseling Internship Course at Texas A & M International University,"This course has met QM Course Design Standards for QM Higher Education Course Certification at a level of 85% or greater in a third-party peer review process by a review team that includes a subject matter expert and reviewers certified to evaluate online course design. This certification is valid for three years. Recertification allows the original QM Certification to be extended for up to three more years. The certification is provided to the specific course reviewed, identified by Course Name, Number, Subject, and Representative, as shown in the Quality Matters Certified Course Registry.",4609,"Aug 16, 2024 3:55 PM",Quality Matters,2023-03-02,2028-03-02,Quality Matters,https://credentialfinder.org/organization/314,QM Higher Education Course Certification,https://credentialfinder.org/Credential/56309/qm-higher-education-course-certification,https://www.qualitymatters.org/reviews-certifications/qm-certified-courses,School Counseling Internship,,,Texas A & M International University,https://credentialfinder.org/organization/5089/Texas_A_-_M_International_University,https://credentialfinder.org/CredentialingAction/4609,https://credentialengineregistry.org/resources/ce-e6708ea1-239f-4299-a0ae-8a23be7186ae
Resource,ce-f0f66632-cccd-4998-bbd1-ca112057835e,CredentialingAction,Accredit Action,Certification for School Counseling Practicum Course at Texas A & M International University,"This course has met QM Course Design Standards for QM Higher Education Course Certification at a level of 85% or greater in a third-party peer review process by a review team that includes a subject matter expert and reviewers certified to evaluate online course design. This certification is valid for three years. Recertification allows the original QM Certification to be extended for up to three more years. The certification is provided to the specific course reviewed, identified by Course Name, Number, Subject, and Representative, as shown in the Quality Matters Certified Course Registry.",4617,"Aug 16, 2024 3:55 PM",Quality Matters,2023-03-09,2028-03-09,Quality Matters,https://credentialfinder.org/organization/314,QM Higher Education Course Certification,https://credentialfinder.org/Credential/56309/qm-higher-education-course-certification,https://www.qualitymatters.org/reviews-certifications/qm-certified-courses,School Counseling Practicum,,,Texas A & M International University,https://credentialfinder.org/organization/5089/Texas_A_-_M_International_University,https://credentialfinder.org/CredentialingAction/4617,https://credentialengineregistry.org/resources/ce-f0f66632-cccd-4998-bbd1-ca112057835e
Resource,ce-ab4ceb0e-b4af-4708-9c49-eda488fb64de,CredentialingAction,Accredit Action,Certification for Elementary Italian I Course at Texas A & M International University,"This course has met QM Course Design Standards for QM Higher Education Course Certification at a level of 85% or greater in a third-party peer review process by a review team that includes a subject matter expert and reviewers certified to evaluate online course design. This certification is valid for three years. Recertification allows the original QM Certification to be extended for up to three more years. The certification is provided to the specific course reviewed, identified by Course Name, Number, Subject, and Representative, as shown in the Quality Matters Certified Course Registry.",4648,"Aug 16, 2024 3:55 PM",Quality Matters,2023-05-02,2028-05-02,Quality Matters,https://credentialfinder.org/organization/314,QM Higher Education Course Certification,https://credentialfinder.org/Credential/56309/qm-higher-education-course-certification,https://www.qualitymatters.org/reviews-certifications/qm-certified-courses,Elementary Italian I,,,Texas A & M International University,https://credentialfinder.org/organization/5089/Texas_A_-_M_International_University,https://credentialfinder.org/CredentialingAction/4648,https://credentialengineregistry.org/resources/ce-ab4ceb0e-b4af-4708-9c49-eda488fb64de
Resource,ce-6855787c-0441-4ba4-9606-dd0f9b92ce9f,CredentialingAction,Accredit Action,Certification for Construction Delivery Systems Course at Prairie View A & M University,"This course has met QM Course Design Standards for QM Higher Education Course Certification at a level of 85% or greater in a third-party peer review process by a review team that includes a subject matter expert and reviewers certified to evaluate online course design. This certification is valid for three years. Recertification allows the original QM Certification to be extended for up to three more years. The certification is provided to the specific course reviewed, identified by Course Name, Number, Subject, and Representative, as shown in the Quality Matters Certified Course Registry.",4477,"Aug 16, 2024 3:54 PM",Quality Matters,2022-07-29,2027-07-29,Quality Matters,https://credentialfinder.org/organization/314,QM Higher Education Course Certification,https://credentialfinder.org/Credential/56309/qm-higher-education-course-certification,https://www.qualitymatters.org/reviews-certifications/qm-certified-courses,Construction Delivery Systems,,,Prairie View A and M University,https://credentialfinder.org/organization/8682/Prairie_View_A_and_M_University,https://credentialfinder.org/CredentialingAction/4477,https://credentialengineregistry.org/resources/ce-6855787c-0441-4ba4-9606-dd0f9b92ce9f
Resource,ce-fc4f8835-5800-4db5-b678-6bc31f0eda92,CredentialingAction,Accredit Action,Certification for Construction Project Controls Course at Prairie View A & M University,"This course has met QM Course Design Standards for QM Higher Education Course Certification at a level of 85% or greater in a third-party peer review process by a review team that includes a subject matter expert and reviewers certified to evaluate online course design. This certification is valid for three years. Recertification allows the original QM Certification to be extended for up to three more years. The certification is provided to the specific course reviewed, identified by Course Name, Number, Subject, and Representative, as shown in the Quality Matters Certified Course Registry.",4470,"Aug 16, 2024 3:53 PM",Quality Matters,2022-08-15,2027-08-15,Quality Matters,https://credentialfinder.org/organization/314,QM Higher Education Course Certification,https://credentialfinder.org/Credential/56309/qm-higher-education-course-certification,https://www.qualitymatters.org/reviews-certifications/qm-certified-courses,Construction Project Controls,,,Prairie View A and M University,https://credentialfinder.org/organization/8681/Prairie_View_A_and_M_University,https://credentialfinder.org/CredentialingAction/4470,https://credentialengineregistry.org/resources/ce-fc4f8835-5800-4db5-b678-6bc31f0eda92
Resource,ce-db6de87a-2bca-4f09-b422-51465fb5d7ab,CredentialingAction,Accredit Action,Certification for Vulnerable Populations' Health Course at Texas A & M International University,"This course has met QM Course Design Standards for QM Higher Education Course Certification at a level of 85% or greater in a third-party peer review process by a review team that includes a subject matter expert and reviewers certified to evaluate online course design. This certification is valid for three years. Recertification allows the original QM Certification to be extended for up to three more years. The certification is provided to the specific course reviewed, identified by Course Name, Number, Subject, and Representative, as shown in the Quality Matters Certified Course Registry.",1352,"Aug 16, 2024 3:53 PM",Quality Matters,2021-11-19,2026-11-19,Quality Matters,https://credentialfinder.org/organization/314,QM Higher Education Course Certification,https://credentialfinder.org/Credential/56309/qm-higher-education-course-certification,https://www.qualitymatters.org/reviews-certifications/qm-certified-courses,Vulnerable Populations' Health,,,Texas A & M International University,https://credentialfinder.org/organization/5089/Texas_A_-_M_International_University,https://credentialfinder.org/CredentialingAction/1352,https://credentialengineregistry.org/resources/ce-db6de87a-2bca-4f09-b422-51465fb5d7ab
Resource,ce-eaa9d386-d243-4d5b-a745-cd4d02920335,CredentialingAction,Accredit Action,Certification for Managing Construction Operations Course at Prairie View A & M University,"This course has met QM Course Design Standards for QM Higher Education Course Certification at a level of 85% or greater in a third-party peer review process by a review team that includes a subject matter expert and reviewers certified to evaluate online course design. This certification is valid for three years. Recertification allows the original QM Certification to be extended for up to three more years. The certification is provided to the specific course reviewed, identified by Course Name, Number, Subject, and Representative, as shown in the Quality Matters Certified Course Registry.",1999,"Aug 16, 2024 3:45 PM",Quality Matters,2022-06-27,2027-06-27,Quality Matters,https://credentialfinder.org/organization/314,QM Higher Education Course Certification,https://credentialfinder.org/Credential/56309/qm-higher-education-course-certification,https://www.qualitymatters.org/reviews-certifications/qm-certified-courses,Managing Construction Operations,,,Prairie View A and M University,https://credentialfinder.org/organization/8680/Prairie_View_A_and_M_University,https://credentialfinder.org/CredentialingAction/1999,https://credentialengineregistry.org/resources/ce-eaa9d386-d243-4d5b-a745-cd4d02920335
Resource,ce-fdc1b554-0112-489f-bde6-9fb5f649af9d,CredentialingAction,Accredit Action,Certification for Strategic Financial Management  Course at Texas A & M International University,"This course has met QM Course Design Standards for QM Higher Education Course Certification at a level of 85% or greater in a third-party peer review process by a review team that includes a subject matter expert and reviewers certified to evaluate online course design. This certification is valid for three years. Recertification allows the original QM Certification to be extended for up to three more years. The certification is provided to the specific course reviewed, identified by Course Name, Number, Subject, and Representative, as shown in the Quality Matters Certified Course Registry.",1717,"Aug 16, 2024 3:42 PM",Quality Matters,2022-04-07,2027-04-07,Quality Matters,https://credentialfinder.org/organization/314,QM Higher Education Course Certification,https://credentialfinder.org/Credential/56309/qm-higher-education-course-certification,https://www.qualitymatters.org/reviews-certifications/qm-certified-courses,Strategic Financial Management,,,Texas A & M International University,https://credentialfinder.org/organization/5089/Texas_A_-_M_International_University,https://credentialfinder.org/CredentialingAction/1717,https://credentialengineregistry.org/resources/ce-fdc1b554-0112-489f-bde6-9fb5f649af9d
Resource,ce-cf1debe8-c7ae-4da0-8775-9a3f51b301e9,CredentialingAction,Accredit Action,Certification for Inst Video Development Course at Texas A & M University-Texarkana,"This course has met QM Course Design Standards for QM Higher Education Course Certification at a level of 85% or greater in a third-party peer review process by a review team that includes a subject matter expert and reviewers certified to evaluate online course design. This certification is valid for three years. Recertification allows the original QM Certification to be extended for up to three more years. The certification is provided to the specific course reviewed, identified by Course Name, Number, Subject, and Representative, as shown in the Quality Matters Certified Course Registry.",600,"Aug 16, 2024 3:42 PM",Quality Matters,2020-05-18,2025-05-18,Quality Matters,https://credentialfinder.org/organization/314,QM Higher Education Course Certification,https://credentialfinder.org/Credential/56309/qm-higher-education-course-certification,https://www.qualitymatters.org/reviews-certifications/qm-certified-courses,Inst Video Development,,,Texas A and M University-Texarkana,https://credentialfinder.org/organization/8679/Texas_A_and_M_University-Texarkana,https://credentialfinder.org/CredentialingAction/600,https://credentialengineregistry.org/resources/ce-cf1debe8-c7ae-4da0-8775-9a3f51b301e9
Resource,ce-d294a463-61b0-4628-b334-ee93f10da5d0,CredentialingAction,Accredit Action,Certification for Global Business Logistics Course at Texas A & M International University,"This course has met QM Course Design Standards for QM Higher Education Course Certification at a level of 85% or greater in a third-party peer review process by a review team that includes a subject matter expert and reviewers certified to evaluate online course design. This certification is valid for three years. Recertification allows the original QM Certification to be extended for up to three more years. The certification is provided to the specific course reviewed, identified by Course Name, Number, Subject, and Representative, as shown in the Quality Matters Certified Course Registry.",636,"Aug 16, 2024 3:41 PM",Quality Matters,2020-03-10,2025-03-10,Quality Matters,https://credentialfinder.org/organization/314,QM Higher Education Course Certification,https://credentialfinder.org/Credential/56309/qm-higher-education-course-certification,https://www.qualitymatters.org/reviews-certifications/qm-certified-courses,Global Business Logistics,,,Texas A & M International University,https://credentialfinder.org/organization/5089/Texas_A_-_M_International_University,https://credentialfinder.org/CredentialingAction/636,https://credentialengineregistry.org/resources/ce-d294a463-61b0-4628-b334-ee93f10da5d0
Resource,ce-7dcc7ba5-5bdb-4181-9ac8-e9731ff3b846,CredentialingAction,Accredit Action,Certification for American National Government Course at Texas A & M International University,"This course has met QM Course Design Standards for QM Higher Education Course Certification at a level of 85% or greater in a third-party peer review process by a review team that includes a subject matter expert and reviewers certified to evaluate online course design. This certification is valid for three years. Recertification allows the original QM Certification to be extended for up to three more years. The certification is provided to the specific course reviewed, identified by Course Name, Number, Subject, and Representative, as shown in the Quality Matters Certified Course Registry.",4060,"Aug 16, 2024 3:37 PM",Quality Matters,2020-10-09,2025-10-09,Quality Matters,https://credentialfinder.org/organization/314,QM Higher Education Course Certification,https://credentialfinder.org/Credential/56309/qm-higher-education-course-certification,https://www.qualitymatters.org/reviews-certifications/qm-certified-courses,American National Government,,,Texas A & M International University,https://credentialfinder.org/organization/5089/Texas_A_-_M_International_University,https://credentialfinder.org/CredentialingAction/4060,https://credentialengineregistry.org/resources/ce-7dcc7ba5-5bdb-4181-9ac8-e9731ff3b846
